"Lust for Life","Lust for Life"
"The Eagle of the Ninth","The Eagle of the Ninth"
"Shadow of the Vampire","Shadow of the Vampire"
"Juno","Juno"
"His Majesty O'Keefe","His Majesty O'Keefe"
"Middle Men","Middle Men"
"Quinceañera","Quinceañera"
"The Lusty Men","The Lusty Men"
"Cemetery Man","Cemetery Man"
"Holy Rollers","Holy Rollers"
"Conquest of Space","Conquest of Space"
"Carrie","Carrie"
"Revolutionary Road","Revolutionary Road"
"Joe Gould's Secret","Joe Gould's Secret"
"Mac","Mac"
"Ip Man","Ip Man"
"Black Snake Moan","Black Snake Moan"
"Storm Warning","Storm Warning"
"Big Trouble","Big Trouble"
"The Last Station","The Last Station"
"Lymelife","Lymelife"
"Miracle at St. Anna","Miracle at St. Anna"
"Sorority Row","Sorority Row"
"Brief Interviews with Hideous Men","Brief Interviews with Hideous Men"
"Boondock Saints II: All Saints Day","Boondock Saints II: All Saints Day"
"Ernest Goes to Jail","Ernest Goes to Jail"
"3:10 to Yuma","3:10 to Yuma"
"Babel","Babel"
"Nuovo Cinema Paradiso","Nuovo Cinema Paradiso"
"Perfect Stranger","Perfect Stranger"
"Two for the Road","Two for the Road"
"Date Movie","Date Movie"
"Harriet the Spy","Harriet the Spy"
"Road to Perdition","Road to Perdition"
"No Mercy","No Mercy"
"Waiting...","Waiting..."
"Mystery Team","Mystery Team"
"A Force of One","A Force of One"
"The Couch Trip","The Couch Trip"
"Spring Forward","Spring Forward"
"The Texas Chainsaw Massacre","The Texas Chainsaw Massacre"
"MegaMind","MegaMind"
"Duchess of Idaho","Duchess of Idaho"
"Traffic","Traffic"
"Paid in Full","Paid in Full"
"The Longshots","The Longshots"
"The Toast of New York","The Toast of New York"
"Jake Speed","Jake Speed"
"Alvin and the Chipmunks","Alvin and the Chipmunks"
"Bush Christmas","Bush Christmas"
"The Wrong Man","The Wrong Man"
"Whatever Works","Whatever Works"
"All About My Mother","All About My Mother"
"Tennessee","Tennessee"
"The Glass Slipper","The Glass Slipper"
"Fast Food Nation","Fast Food Nation"
"Gomorra","Gomorra"
"Sleeping Beauty","Sleeping Beauty"
"Appointment with Danger","Appointment with Danger"
"Underworld: Evolution","Underworld: Evolution"
"Accepted","Accepted"
"Leaves of Grass","Leaves of Grass"
"Three Colors: Red","Three Colors: Red"
"Shinobi: Heart Under Blade","Shinobi: Heart Under Blade"
"Fantastic Four: Rise of the Silver Surfer","Fantastic Four: Rise of the Silver Surfer"
"Drive Angry","Drive Angry"
"Star Trek IV: The Voyage Home","Star Trek IV: The Voyage Home"
"Look Who's Talking","Look Who's Talking"
"Dead Heat","Dead Heat"
"Harry Potter and the Chamber of Secrets","Harry Potter and the Chamber of Secrets"
"Event Horizon","Event Horizon"
"Smart People","Smart People"
"The Piano Teacher","The Piano Teacher"
"Death Race 2000","Death Race 2000"
"High School","High School"
"Peggy Sue Got Married","Peggy Sue Got Married"
"Harry Potter and the Prisoner of Azkaban","Harry Potter and the Prisoner of Azkaban"
"Rocky Balboa","Rocky Balboa"
"One Night at McCool's","One Night at McCool's"
"Get Shorty","Get Shorty"
"Arbitrage","Arbitrage"
"The Purple Rose of Cairo","The Purple Rose of Cairo"
"The Hard Way","The Hard Way"
"Canadian Bacon","Canadian Bacon"
"All Dogs Go to Heaven 2","All Dogs Go to Heaven 2"
"Virgin Snow","Virgin Snow"
"On Moonlight Bay","On Moonlight Bay"
"Striking Distance","Striking Distance"
"The Guardian","The Guardian"
"Serial Mom","Serial Mom"
"Fargo","Fargo"
"Casa de los Babys","Casa de los Babys"
"It's a Boy Girl Thing","It's a Boy Girl Thing"
"The Aristocats","The Aristocats"
"Risky Business","Risky Business"
"Envy","Envy"
"The Deer Hunter","The Deer Hunter"
"Airplane II: The Sequel","Airplane II: The Sequel"
"Nutty Professor II: The Klumps","Nutty Professor II: The Klumps"
"The Crow: City of Angels","The Crow: City of Angels"
"The Sea Chase","The Sea Chase"
"Crossing Hennessy","Crossing Hennessy"
"Shrek the Third","Shrek the Third"
"Barney's Great Adventure","Barney's Great Adventure"
"The Cut","The Cut"
"Taxidermia","Taxidermia"
"Zack and Miri Make a Porno","Zack and Miri Make a Porno"
"Atonement","Atonement"
"The Sixth Man","The Sixth Man"
"Space Chimps 2: Zartog Strikes Back","Space Chimps 2: Zartog Strikes Back"
"Death of a President","Death of a President"
"Hood of Horror","Hood of Horror"
"Thunderball","Thunderball"
"Strangers with Candy","Strangers with Candy"
"Kuffs","Kuffs"
"Snow Dogs","Snow Dogs"
"Save the Last Dance","Save the Last Dance"
"God Bless America","God Bless America"
"All the Right Moves","All the Right Moves"
"A Knight's Tale","A Knight's Tale"
"Niagara","Niagara"
"November","November"
"Cowboys & Aliens","Cowboys & Aliens"
"A Christmas Carol","A Christmas Carol"
"A Passage to India","A Passage to India"
"The Classic","The Classic"
"The World Is Not Enough","The World Is Not Enough"
"The Beautiful Blonde from Bashful Bend","The Beautiful Blonde from Bashful Bend"
"The Shadow","The Shadow"
"Logan's Run","Logan's Run"
"Worlds Apart","Worlds Apart"
"Due Date","Due Date"
"The Rose Tattoo","The Rose Tattoo"
"Toy Story","Toy Story"
"Paco and the Magical Book","Paco and the Magical Book"
"Ken Park","Ken Park"
"Alice in Wonderland","Alice in Wonderland"
"Baby Face Nelson","Baby Face Nelson"
"Night People","Night People"
"Mr. Hobbs Takes a Vacation","Mr. Hobbs Takes a Vacation"
"Head-On","Head-On"
"XX/XY","XX/XY"
"Thumbsucker","Thumbsucker"
"Pirates","Pirates"
"Always","Always"
"When the Last Sword Is Drawn","When the Last Sword Is Drawn"
"Bullets Over Broadway","Bullets Over Broadway"
"A Brand New Life","A Brand New Life"
"Shackleton's Antarctic Adventure","Shackleton's Antarctic Adventure"
"Hokkabaz","Hokkabaz"
"The Cowboy Way","The Cowboy Way"
"1408","1408"
"The Natural","The Natural"
"Escape from Fort Bravo","Escape from Fort Bravo"
"Joe Versus the Volcano","Joe Versus the Volcano"
"The Night Flier","The Night Flier"
"Eight Crazy Nights","Eight Crazy Nights"
"Billy: The Early Years","Billy: The Early Years"
"The Virgin Suicides","The Virgin Suicides"
"American Pie Presents: Beta House","American Pie Presents: Beta House"
"The War of the Roses","The War of the Roses"
"Dangerous Minds","Dangerous Minds"
"Punchline","Punchline"
"Dogfight","Dogfight"
"The Private Eyes","The Private Eyes"
"The Golden Bowl","The Golden Bowl"
"Three Daring Daughters","Three Daring Daughters"
"Palindromes","Palindromes"
"Conspiracy Theory","Conspiracy Theory"
"Protocol","Protocol"
"Trenchcoat","Trenchcoat"
"Once Upon a Forest","Once Upon a Forest"
"A Star Is Born","A Star Is Born"
"Treasure Island","Treasure Island"
"The Dirty Dozen","The Dirty Dozen"
"A Simple Twist of Fate","A Simple Twist of Fate"
"Asterix and Obelix vs Caesar","Asterix and Obelix vs Caesar"
"WALL-E","WALL-E"
"Rescue Dawn","Rescue Dawn"
"My Scary Girl","My Scary Girl"
"Tales from Earthsea","Tales from Earthsea"
"Two Much","Two Much"
"The Transformers: The Movie","The Transformers: The Movie"
"The Prince and Me","The Prince and Me"
"Paranormal Activity 2","Paranormal Activity 2"
"Texas Rangers","Texas Rangers"
"Gunga Din","Gunga Din"
"The Fugitive","The Fugitive"
"TT3D: Closer to the Edge","TT3D: Closer to the Edge"
"Innocent Blood","Innocent Blood"
"What's Your Number?","What's Your Number?"
"Final Destination","Final Destination"
"Kingdom of Heaven","Kingdom of Heaven"
"SuperBabies: Baby Geniuses 2","SuperBabies: Baby Geniuses 2"
"Total Eclipse","Total Eclipse"
"Mother","Mother"
"Mask","Mask"
"Meet Bill","Meet Bill"
"The Grey","The Grey"
"A Very Brady Sequel","A Very Brady Sequel"
"Mr. Holland's Opus","Mr. Holland's Opus"
"Slither","Slither"
"Last Night","Last Night"
"Forever the Moment","Forever the Moment"
"Desperate Hours","Desperate Hours"
"Rob Roy","Rob Roy"
"Hannah and Her Sisters","Hannah and Her Sisters"
"Everybody Wants to be Italian","Everybody Wants to be Italian"
"Crazy Mama","Crazy Mama"
"The General","The General"
"Captain America: The First Avenger","Captain America: The First Avenger"
"Nixon","Nixon"
"Three Seasons","Three Seasons"
"Johnny Mnemonic","Johnny Mnemonic"
"Notes on a Scandal","Notes on a Scandal"
"Colors","Colors"
"My One and Only","My One and Only"
"The Real Macaw","The Real Macaw"
"I Want Someone to Eat Cheese With","I Want Someone to Eat Cheese With"
"Happy Gilmore","Happy Gilmore"
"Letters from Iwo Jima","Letters from Iwo Jima"
"Khuda Ke Liye","Khuda Ke Liye"
"Alice Adams","Alice Adams"
"The Grace Card","The Grace Card"
"Jeepers Creepers","Jeepers Creepers"
"Evan Almighty","Evan Almighty"
"My Friend Irma Goes West","My Friend Irma Goes West"
"Foxes","Foxes"
"Run Lola Run","Run Lola Run"
"Matinee","Matinee"
"Tzameti","Tzameti"
"The Flower of My Secret","The Flower of My Secret"
"Firefox","Firefox"
"Marrying the Mafia","Marrying the Mafia"
"Banned From Television","Banned From Television"
"Belle Époque","Belle Époque"
"Transamerica","Transamerica"
"Argo","Argo"
"The Boy in Blue","The Boy in Blue"
"Dear Frankie","Dear Frankie"
"The Squid and the Whale","The Squid and the Whale"
"That Forsyte Woman","That Forsyte Woman"
"Dirty Girl","Dirty Girl"
"In the Line of Fire","In the Line of Fire"
"The Fabulous Baker Boys","The Fabulous Baker Boys"
"My Sister's Keeper","My Sister's Keeper"
"Extreme Movie","Extreme Movie"
"Heavy","Heavy"
"Femme Fatale","Femme Fatale"
"Scream 3","Scream 3"
"Totally Fucked Up","Totally Fucked Up"
"Exterminator 2","Exterminator 2"
"The Company of Wolves","The Company of Wolves"
"Mississippi Masala","Mississippi Masala"
"Frankenweenie","Frankenweenie"
"The Art of Getting By","The Art of Getting By"
"Birthday Girl","Birthday Girl"
"Untamed","Untamed"
"Delgo","Delgo"
"Hostel","Hostel"
"That's Life!","That's Life!"
"To Kill a Mockingbird","To Kill a Mockingbird"
"Psycho II","Psycho II"
"Maverick","Maverick"
"The International","The International"
"The Devil's Game","The Devil's Game"
"Easy A","Easy A"
"National Lampoon's Animal House","National Lampoon's Animal House"
"Actresses","Actresses"
"Blood Diamond","Blood Diamond"
"28 Weeks Later","28 Weeks Later"
"Steel Magnolias","Steel Magnolias"
"A Nightmare on Elm Street","A Nightmare on Elm Street"
"Sky Captain and the World of Tomorrow","Sky Captain and the World of Tomorrow"
"The Descent 2","The Descent 2"
"Best Defense","Best Defense"
"Mixed Nuts","Mixed Nuts"
"Garden of Evil","Garden of Evil"
"Scanners","Scanners"
"Good Boy!","Good Boy!"
"Superman Returns","Superman Returns"
"Bully","Bully"
"Courage Mountain","Courage Mountain"
"American Buffalo","American Buffalo"
"The Grifters","The Grifters"
"Blood Alley","Blood Alley"
"Pariah","Pariah"
"Sweet Land","Sweet Land"
"Tigerland","Tigerland"
"Quiet City","Quiet City"
"The Sound of Music","The Sound of Music"
"Bubba Ho-tep","Bubba Ho-tep"
"Turtle Beach","Turtle Beach"
"Tiny Furniture","Tiny Furniture"
"The Mighty Ducks","The Mighty Ducks"
"Carefree","Carefree"
"Purple Rain","Purple Rain"
"Despicable Me","Despicable Me"
"The Pajama Game","The Pajama Game"
"The Wicked Lady","The Wicked Lady"
"That's My Boy","That's My Boy"
"The Housemaid","The Housemaid"
"Mr. Popper's Penguins","Mr. Popper's Penguins"
"Keeping Up with the Steins","Keeping Up with the Steins"
"Green Lantern","Green Lantern"
"Black Book","Black Book"
"Extremely Loud and Incredibly Close","Extremely Loud and Incredibly Close"
"Poltergeist III","Poltergeist III"
"Dahmer","Dahmer"
"A Thousand Words","A Thousand Words"
"Assassination","Assassination"
"Winning","Winning"
"St. Trinian's","St. Trinian's"
"Four Rooms","Four Rooms"
"Jungle 2 Jungle","Jungle 2 Jungle"
"The Hills Have Eyes","The Hills Have Eyes"
"Paul Blart: Mall Cop","Paul Blart: Mall Cop"
"Honky Tonk Freeway","Honky Tonk Freeway"
"Little Man Tate","Little Man Tate"
"DeUsynlige","DeUsynlige"
"A Slipping-Down Life","A Slipping-Down Life"
"The Silver Chalice","The Silver Chalice"
"Love Comes Lately","Love Comes Lately"
"Loner","Loner"
"Attack of the 50 Foot Woman","Attack of the 50 Foot Woman"
"The Presidio","The Presidio"
"Summer Lovers","Summer Lovers"
"St. Elmo's Fire","St. Elmo's Fire"
"A Season of Good Rain","A Season of Good Rain"
"Glee: The 3D Concert Movie","Glee: The 3D Concert Movie"
"Dangerous Liaisons","Dangerous Liaisons"
"Miss Potter","Miss Potter"
"Winged Creatures","Winged Creatures"
"Amazing Grace","Amazing Grace"
"A Place in the Sun","A Place in the Sun"
"The SpongeBob SquarePants Movie","The SpongeBob SquarePants Movie"
"Beverly Hills Chihuahua 3","Beverly Hills Chihuahua 3"
"A Few Good Men","A Few Good Men"
"James and the Giant Peach","James and the Giant Peach"
"Legend of the Lost","Legend of the Lost"
"The Boat That Rocked","The Boat That Rocked"
"Rainbow Eyes","Rainbow Eyes"
"Operation Mad Ball","Operation Mad Ball"
"Old School","Old School"
"The Toy","The Toy"
"No Mercy for the Rude","No Mercy for the Rude"
"What Happens in Vegas...","What Happens in Vegas..."
"Everybody's Fine","Everybody's Fine"
"White Men Can't Jump","White Men Can't Jump"
"Robin Hood","Robin Hood"
"House","House"
"The Machinist","The Machinist"
"The R.M.","The R.M."
"Big Jake","Big Jake"
"Oxford Blues","Oxford Blues"
"The Crazies","The Crazies"
"The Lone Ranger","The Lone Ranger"
"Poltergeist","Poltergeist"
"Return of the Living Dead 3","Return of the Living Dead 3"
"Saw VI","Saw VI"
"Suspicion","Suspicion"
"Biker Boyz","Biker Boyz"
"Mr. Magoo","Mr. Magoo"
"Coco avant Chanel","Coco avant Chanel"
"With a Song in My Heart","With a Song in My Heart"
"Run","Run"
"Arthur","Arthur"
"First Knight","First Knight"
"Young Adult","Young Adult"
"Carnage","Carnage"
"Dragonball Evolution","Dragonball Evolution"
"The Boys Are Back","The Boys Are Back"
"Two for the Money","Two for the Money"
"Mimic","Mimic"
"Made in Heaven","Made in Heaven"
"The Undefeated","The Undefeated"
"Kolpaçino","Kolpaçino"
"Boogeyman","Boogeyman"
"Crash","Crash"
"Warlords of the 21st Century","Warlords of the 21st Century"
"Don't Bother to Knock","Don't Bother to Knock"
"Thomas and the Magic Railroad","Thomas and the Magic Railroad"
"The Devil's Backbone","The Devil's Backbone"
"The Babe","The Babe"
"Yeonriji","Yeonriji"
"The Rainmaker","The Rainmaker"
"Rabbit Hole","Rabbit Hole"
"Escape to Witch Mountain","Escape to Witch Mountain"
"Hellraiser III: Hell on Earth","Hellraiser III: Hell on Earth"
"Under the Same Moon","Under the Same Moon"
"Aliens in the Attic","Aliens in the Attic"
"Monster House","Monster House"
"Night Falls on Manhattan","Night Falls on Manhattan"
"South Sea Woman","South Sea Woman"
"Where Were You When the Lights Went Out?","Where Were You When the Lights Went Out?"
"The Boatniks","The Boatniks"
"Flaming Star","Flaming Star"
"Yu-Gi-Oh! The Movie: Pyramid of Light","Yu-Gi-Oh! The Movie: Pyramid of Light"
"Hedwig and the Angry Inch","Hedwig and the Angry Inch"
"Five Easy Pieces","Five Easy Pieces"
"Slam","Slam"
"Steal Big Steal Little","Steal Big Steal Little"
"House Arrest","House Arrest"
"Sarah's Key","Sarah's Key"
"The Killer Inside Me","The Killer Inside Me"
"2046","2046"
"Solaris","Solaris"
"Guncrazy","Guncrazy"
"Colma The Musical","Colma The Musical"
"All the Pretty Horses","All the Pretty Horses"
"The Diving Bell and the Butterfly","The Diving Bell and the Butterfly"
"Martian Child","Martian Child"
"Alice and Martin","Alice and Martin"
"Charleston & Vendetta","Charleston & Vendetta"
"Time","Time"
"Babe: Pig in the City","Babe: Pig in the City"
"The Mad Miss Manton","The Mad Miss Manton"
"The Sword and the Rose","The Sword and the Rose"
"Arachnophobia","Arachnophobia"
"Repo! the Genetic Opera","Repo! the Genetic Opera"
"The 40-Year-Old Virgin","The 40-Year-Old Virgin"
"The Devil and Miss Jones","The Devil and Miss Jones"
"Sunny","Sunny"
"Cavalcade","Cavalcade"
"The Glimmer Man","The Glimmer Man"
"A Man of No Importance","A Man of No Importance"
"Au revoir, les enfants","Au revoir, les enfants"
"Peace, Love & Misunderstanding","Peace, Love & Misunderstanding"
"Swiss Family Robinson","Swiss Family Robinson"
"SubUrbia","SubUrbia"
"What Dreams May Come","What Dreams May Come"
"Conan the Barbarian","Conan the Barbarian"
"The Man with One Red Shoe","The Man with One Red Shoe"
"Stomp the Yard","Stomp the Yard"
"Ima, Ai ni Yukimasu","Ima, Ai ni Yukimasu"
"Summer of Sam","Summer of Sam"
"Joe Dirt","Joe Dirt"
"Wild Things","Wild Things"
"The OH in Ohio","The OH in Ohio"
"Unfaithful","Unfaithful"
"Black House","Black House"
"Hollow Man","Hollow Man"
"Crying Fist","Crying Fist"
"The Secret of My Success","The Secret of My Success"
"The Legend of Boggy Creek","The Legend of Boggy Creek"
"Royal Wedding","Royal Wedding"
"De-Lovely","De-Lovely"
"Road to Bali","Road to Bali"
"The Stunt Man","The Stunt Man"
"Lady in the Water","Lady in the Water"
"Licence to Kill","Licence to Kill"
"Valley of the Wolves: Iraq","Valley of the Wolves: Iraq"
"The Girl Rush","The Girl Rush"
"Retreat, Hell!","Retreat, Hell!"
"Winchester '73","Winchester '73"
"Free Willy","Free Willy"
"The Wild Thornberrys Movie","The Wild Thornberrys Movie"
"Dead Bang","Dead Bang"
"The Birds","The Birds"
"House of Sand and Fog","House of Sand and Fog"
"Teachers","Teachers"
"Diminished Capacity","Diminished Capacity"
"2009 Lost Memories","2009 Lost Memories"
"Knights of the Round Table","Knights of the Round Table"
"Tobacco Road","Tobacco Road"
"J. Edgar","J. Edgar"
"Menace II Society","Menace II Society"
"*batteries not included","*batteries not included"
"City of Ember","City of Ember"
"Buster","Buster"
"Wayne's World 2","Wayne's World 2"
"A Tale of Legendary Libido","A Tale of Legendary Libido"
"The Big Kahuna","The Big Kahuna"
"The Black Hole","The Black Hole"
"Mississippi Burning","Mississippi Burning"
"2 Days in the Valley","2 Days in the Valley"
"Heartbreakers","Heartbreakers"
"The Hotel New Hampshire","The Hotel New Hampshire"
"Righteous Kill","Righteous Kill"
"The Cuckoo","The Cuckoo"
"Cyrano de Bergerac","Cyrano de Bergerac"
"Time Limit","Time Limit"
"Madeline","Madeline"
"Group Sex","Group Sex"
"Remember the Titans","Remember the Titans"
"Idiocracy","Idiocracy"
"El Cid","El Cid"
"Seducing Mr. Perfect","Seducing Mr. Perfect"
"Open City","Open City"
"Home for the Holidays","Home for the Holidays"
"A Better Life","A Better Life"
"Charly","Charly"
"National Lampoon's Joy of Sex","National Lampoon's Joy of Sex"
"George of the Jungle","George of the Jungle"
"Lord of Illusions","Lord of Illusions"
"Children of the Corn: The Final Sacrifice","Children of the Corn: The Final Sacrifice"
"Betsy's Wedding","Betsy's Wedding"
"The Golden Child","The Golden Child"
"Farewell, My Lovely","Farewell, My Lovely"
"The Thing","The Thing"
"Kiss of the Spider Woman","Kiss of the Spider Woman"
"I Think I Love My Wife","I Think I Love My Wife"
"My Left Foot","My Left Foot"
"The Deceivers","The Deceivers"
"Prefontaine","Prefontaine"
"Love Child","Love Child"
"Ninja Assassin","Ninja Assassin"
"Rent","Rent"
"Cheetah","Cheetah"
"Bolt","Bolt"
"Meet the Robinsons","Meet the Robinsons"
"Jay and Silent Bob Strike Back","Jay and Silent Bob Strike Back"
"The Last Days of Pompeii","The Last Days of Pompeii"
"To Die For","To Die For"
"Gerry","Gerry"
"Winter Solstice","Winter Solstice"
"National Lampoon's Senior Trip","National Lampoon's Senior Trip"
"Two Mules for Sister Sara","Two Mules for Sister Sara"
"Lost Horizon","Lost Horizon"
"The Master","The Master"
"Pink Flamingos","Pink Flamingos"
"Vera Drake","Vera Drake"
"Brick","Brick"
"S.W.A.T.","S.W.A.T."
"Nowhere Boy","Nowhere Boy"
"The Negotiator","The Negotiator"
"Cloudy With A Chance of Meatballs","Cloudy With A Chance of Meatballs"
"Little Monsters","Little Monsters"
"Eye for an Eye","Eye for an Eye"
"Being Julia","Being Julia"
"17 Again","17 Again"
"Murder in the First","Murder in the First"
"Jackass 3D","Jackass 3D"
"Pride & Prejudice","Pride & Prejudice"
"Easy Rider","Easy Rider"
"Hard Eight","Hard Eight"
"One Fine Day","One Fine Day"
"Rosemary's Baby","Rosemary's Baby"
"Welcome to the Dollhouse","Welcome to the Dollhouse"
"Serpico","Serpico"
"Racing Stripes","Racing Stripes"
"Gloria","Gloria"
"Goodbye Solo","Goodbye Solo"
"The Lawnmower Man","The Lawnmower Man"
"The Apartment","The Apartment"
"On a Clear Day You Can See Forever","On a Clear Day You Can See Forever"
"Boys Don't Cry","Boys Don't Cry"
"Heartbeeps","Heartbeeps"
"If It's Tuesday, This Must Be Belgium","If It's Tuesday, This Must Be Belgium"
"All the King's Men","All the King's Men"
"Iron Man","Iron Man"
"Thief of Hearts","Thief of Hearts"
"Jack and Sarah","Jack and Sarah"
"Lantana","Lantana"
"The Accused","The Accused"
"The Paradine Case","The Paradine Case"
"Once Upon a Time in the West","Once Upon a Time in the West"
"Our Modern Maidens","Our Modern Maidens"
"Giallo","Giallo"
"Serious Moonlight","Serious Moonlight"
"Biloxi Blues","Biloxi Blues"
"Die Another Day","Die Another Day"
"Tully","Tully"
"Agent Cody Banks","Agent Cody Banks"
"Underworld: Rise of the Lycans","Underworld: Rise of the Lycans"
"Love Affair","Love Affair"
"The Kettles in the Ozarks","The Kettles in the Ozarks"
"One Minute to Zero","One Minute to Zero"
"Arizona Dream","Arizona Dream"
"The Band Wagon","The Band Wagon"
"The Square Jungle","The Square Jungle"
"Virtuosity","Virtuosity"
"Half Nelson","Half Nelson"
"Lucky You","Lucky You"
"Cactus Flower","Cactus Flower"
"The Argentine","The Argentine"
"The Crow","The Crow"
"The People Against O'Hara","The People Against O'Hara"
"36 Hours","36 Hours"
"Wolf","Wolf"
"Take Me Out to the Ball Game","Take Me Out to the Ball Game"
"Only When I Laugh","Only When I Laugh"
"Hips, Hips, Hooray!","Hips, Hips, Hooray!"
"An Alan Smithee Film: Burn Hollywood Burn","An Alan Smithee Film: Burn Hollywood Burn"
"Staying Together","Staying Together"
"One Flew Over the Cuckoo's Nest","One Flew Over the Cuckoo's Nest"
"The Yards","The Yards"
"Little Nemo: Adventures in Slumberland","Little Nemo: Adventures in Slumberland"
"Win Win","Win Win"
"You Again","You Again"
"Terminator 2: Judgment Day","Terminator 2: Judgment Day"
"Cocoon: The Return","Cocoon: The Return"
"The Great Muppet Caper","The Great Muppet Caper"
"Chloe","Chloe"
"The Robe","The Robe"
"The Devil's Own","The Devil's Own"
"The Outsiders","The Outsiders"
"Beyond Rangoon","Beyond Rangoon"
"Looney Tunes: Back in Action","Looney Tunes: Back in Action"
"Cristiada","Cristiada"
"Kit Kittredge: An American Girl Mystery","Kit Kittredge: An American Girl Mystery"
"Fearless","Fearless"
"Stan Helsing","Stan Helsing"
"The Dream Team","The Dream Team"
"A Woman of Affairs","A Woman of Affairs"
"August","August"
"A Millionaire for Christy","A Millionaire for Christy"
"The French Line","The French Line"
"Star Trek: Generations","Star Trek: Generations"
"A Bill of Divorcement","A Bill of Divorcement"
"Key Largo","Key Largo"
"This Must Be the Place","This Must Be the Place"
"Losing Isaiah","Losing Isaiah"
"Oasis","Oasis"
"Live Freaky! Die Freaky!","Live Freaky! Die Freaky!"
"The Tin Star","The Tin Star"
"Friends with Benefits","Friends with Benefits"
"Party Monster","Party Monster"
"Before Sunset","Before Sunset"
"Action Jackson","Action Jackson"
"A Troll in Central Park","A Troll in Central Park"
"The Good Son","The Good Son"
"Greenberg","Greenberg"
"Life as a House","Life as a House"
"The Patriot","The Patriot"
"Love Phobia","Love Phobia"
"Perfume: The Story of a Murderer","Perfume: The Story of a Murderer"
"Botany Bay","Botany Bay"
"The Terminal","The Terminal"
"Anne of the Indies","Anne of the Indies"
"I Am David","I Am David"
"Ma and Pa Kettle at the Fair","Ma and Pa Kettle at the Fair"
"Shane","Shane"
"The Brothers Grimm","The Brothers Grimm"
"Zookeeper","Zookeeper"
"Iron Eagle","Iron Eagle"
"The Pirates Who Don't Do Anything: A VeggieTales Movie","The Pirates Who Don't Do Anything: A VeggieTales Movie"
"Vanishing Point","Vanishing Point"
"Baby Mama","Baby Mama"
"Oh, You Beautiful Doll","Oh, You Beautiful Doll"
"The Legend of Billie Jean","The Legend of Billie Jean"
"The Campaign","The Campaign"
"Ils se marièrent et eurent beaucoup d'enfants","Ils se marièrent et eurent beaucoup d'enfants"
"Knight and Day","Knight and Day"
"The Lovely Bones","The Lovely Bones"
"Violent Saturday","Violent Saturday"
"Crimes of Passion","Crimes of Passion"
"Alfie","Alfie"
"My Girl 2","My Girl 2"
"Road House","Road House"
"In the Mood for Love","In the Mood for Love"
"The Founding of a Republic","The Founding of a Republic"
"First Family","First Family"
"Brokeback Mountain","Brokeback Mountain"
"Marine Boy","Marine Boy"
"A Dangerous Woman","A Dangerous Woman"
"The Women","The Women"
"Saw","Saw"
"Ferris Bueller's Day Off","Ferris Bueller's Day Off"
"My Beautiful Laundrette","My Beautiful Laundrette"
"Cursed","Cursed"
"The River Wild","The River Wild"
"Definitely, Maybe","Definitely, Maybe"
"The Tempest","The Tempest"
"Breakdown","Breakdown"
"Careful, He Might Hear You","Careful, He Might Hear You"
"Never Been Thawed","Never Been Thawed"
"Blindness","Blindness"
"Back to the Future","Back to the Future"
"The Revolution Will Not Be Televised","The Revolution Will Not Be Televised"
"Bad Dreams","Bad Dreams"
"The Big Lebowski","The Big Lebowski"
"Indiana Jones and the Raiders of the Lost Ark","Indiana Jones and the Raiders of the Lost Ark"
"Seven Pounds","Seven Pounds"
"Tristan & Isolde","Tristan & Isolde"
"Tough Guys Don't Dance","Tough Guys Don't Dance"
"Homegrown","Homegrown"
"Broken Flowers","Broken Flowers"
"My Wife Got Married","My Wife Got Married"
"M","M"
"Trick","Trick"
"Bridesmaids","Bridesmaids"
"My Man Adam","My Man Adam"
"The Curse of the Jade Scorpion","The Curse of the Jade Scorpion"
"Enough","Enough"
"Armageddon","Armageddon"
"Disturbing Behavior","Disturbing Behavior"
"Wrong Turn","Wrong Turn"
"Screamers","Screamers"
"Man on the Moon","Man on the Moon"
"Better Late Than Never","Better Late Than Never"
"The Phantom","The Phantom"
"Diamonds Are Forever","Diamonds Are Forever"
"Mirror Mirror","Mirror Mirror"
"Alpha Dog","Alpha Dog"
"Winter’s Bone","Winter’s Bone"
"Double Take","Double Take"
"Men in Black II","Men in Black II"
"Shakedown","Shakedown"
"The Spiderwick Chronicles","The Spiderwick Chronicles"
"Searching for the Elephant","Searching for the Elephant"
"X-Men","X-Men"
"Blade Runner","Blade Runner"
"Circumstance","Circumstance"
"Crimes and Misdemeanors","Crimes and Misdemeanors"
"Saturday Night Fever","Saturday Night Fever"
"Damien: Omen II","Damien: Omen II"
"The Eel","The Eel"
"Eight Legged Freaks","Eight Legged Freaks"
"The Cove","The Cove"
"Mad About Mambo","Mad About Mambo"
"Little Nicky","Little Nicky"
"Taken","Taken"
"Eight Below","Eight Below"
"Stealth","Stealth"
"Lilies","Lilies"
"Welcome Home","Welcome Home"
"Lethal Weapon 4","Lethal Weapon 4"
"The Fortune Cookie","The Fortune Cookie"
"Labyrinth","Labyrinth"
"Three to Tango","Three to Tango"
"House at the End of the Street","House at the End of the Street"
"The Wendell Baker Story","The Wendell Baker Story"
"The Devil's Double","The Devil's Double"
"Dead Man Running","Dead Man Running"
"Battle Beyond the Stars","Battle Beyond the Stars"
"Nights in Rodanthe","Nights in Rodanthe"
"Colorful","Colorful"
"Born on the Fourth of July","Born on the Fourth of July"
"Coma","Coma"
"Hotel De Love","Hotel De Love"
